Date,Department,Admissions,Emergency_Cases,ICU_Beds_Total,ICU_Beds_Occupied,General_Beds_Total,General_Beds_Occupied,Doctors_On_Duty,Nurses_On_Duty,Ambulances_Available,Staff_Required,Bed_Occupancy_Percentage
2023-04-09,Oncology,39,14,50,8,250,80,6,19,5,25,29.33
2023-04-10,Emergency,77,77,50,28,250,157,12,38,5,50,61.67
2023-04-10,Cardiology,40,11,50,13,250,84,6,20,6,26,32.33
2023-04-10,Neurology,41,12,50,10,250,83,6,20,4,26,31.0
2023-04-10,Orthopedics,48,8,50,16,250,105,8,24,4,32,40.33
2023-04-10,Pediatrics,49,13,50,16,250,103,8,24,4,32,39.67
2023-04-10,Oncology,36,10,50,9,250,83,6,18,6,24,30.67
2023-04-11,Emergency,73,73,50,23,250,140,12,36,6,48,54.33
2023-04-11,Cardiology,42,8,50,12,250,88,7,21,6,28,33.33
2023-04-11,Neurology,40,16,50,18,250,81,6,20,5,26,33.0
2023-04-11,Orthopedics,48,13,50,14,250,91,8,24,4,32,35.0
2023-04-11,Pediatrics,44,12,50,14,250,95,7,22,6,29,36.33
2023-04-11,Oncology,26,4,50,9,250,80,5,15,6,20,29.67
2023-04-12,Emergency,77,77,50,25,250,157,12,38,4,50,60.67
2023-04-12,Cardiology,41,12,50,17,250,80,6,20,6,26,32.33
2023-04-12,Neurology,37,11,50,9,250,80,6,18,6,24,29.67
2023-04-12,Orthopedics,44,10,50,15,250,101,7,22,4,29,38.67
2023-04-12,Pediatrics,58,19,50,16,250,120,9,29,6,38,45.33
2023-04-12,Oncology,32,8,50,8,250,80,5,16,5,21,29.33
2023-04-13,Emergency,82,82,50,29,250,168,13,41,4,54,65.67
2023-04-13,Cardiology,46,14,50,15,250,92,7,23,4,30,35.67
2023-04-13,Neurology,44,13,50,15,250,89,7,22,5,29,34.67
2023-04-13,Orthopedics,40,12,50,12,250,80,6,20,6,26,30.67
2023-04-13,Pediatrics,46,14,50,17,250,89,7,23,6,30,35.33
2023-04-13,Oncology,34,10,50,8,250,80,5,17,4,22,29.33
2023-04-14,Emergency,74,74,50,29,250,147,12,37,4,49,58.67
2023-04-14,Cardiology,45,12,50,14,250,82,7,22,6,29,32.0
2023-04-14,Neurology,37,10,50,8,250,86,6,18,4,24,31.33
2023-04-14,Orthopedics,38,9,50,15,250,80,6,19,6,25,31.67
2023-04-14,Pediatrics,50,13,50,15,250,88,8,25,4,33,34.33
2023-04-14,Oncology,31,9,50,8,250,80,5,15,5,20,29.33
2023-04-15,Emergency,91,91,50,26,250,181,15,45,4,60,69.0
2023-04-15,Cardiology,48,14,50,15,250,83,8,24,6,32,32.67
2023-04-15,Neurology,51,17,50,12,250,87,8,25,4,33,33.0
2023-04-15,Orthopedics,48,17,50,18,250,98,8,24,6,32,38.67
2023-04-15,Pediatrics,53,16,50,14,250,119,8,26,4,34,44.33
2023-04-15,Oncology,36,12,50,19,250,80,6,18,5,24,33.0
2023-04-16,Emergency,89,89,50,29,250,178,14,44,4,58,69.0
2023-04-16,Cardiology,52,15,50,23,250,86,8,26,6,34,36.33
2023-04-16,Neurology,44,15,50,14,250,86,7,22,4,29,33.33
2023-04-16,Orthopedics,45,9,50,13,250,80,7,22,6,29,31.0
2023-04-16,Pediatrics,58,15,50,18,250,111,9,29,4,38,43.0
2023-04-16,Oncology,37,8,50,13,250,84,6,18,5,24,32.33
2023-04-17,Emergency,80,80,50,26,250,158,13,40,5,53,61.33
2023-04-17,Cardiology,44,12,50,12,250,80,7,22,4,29,30.67
2023-04-17,Neurology,35,12,50,15,250,80,5,17,6,22,31.67
2023-04-17,Orthopedics,39,13,50,14,250,80,6,19,5,25,31.33
2023-04-17,Pediatrics,51,14,50,21,250,101,8,25,6,33,40.67
2023-04-17,Oncology,30,11,50,9,250,80,5,15,5,20,29.67
2023-04-18,Emergency,77,77,50,24,250,160,12,38,6,50,61.33
2023-04-18,Cardiology,47,14,50,13,250,93,7,23,5,30,35.33
2023-04-18,Neurology,35,11,50,17,250,80,5,17,5,22,32.33
2023-04-18,Orthopedics,41,12,50,13,250,80,6,20,5,26,31.0
2023-04-18,Pediatrics,50,14,50,14,250,110,8,25,5,33,41.33
2023-04-18,Oncology,30,11,50,8,250,80,5,15,6,20,29.33
2023-04-19,Emergency,76,76,50,27,250,146,12,38,4,50,57.67
2023-04-19,Cardiology,49,18,50,16,250,101,8,24,5,32,39.0
2023-04-19,Neurology,37,14,50,8,250,80,6,18,4,24,29.33
2023-04-19,Orthopedics,32,8,50,16,250,80,5,16,5,21,32.0
2023-04-19,Pediatrics,52,17,50,18,250,105,8,26,6,34,41.0
2023-04-19,Oncology,28,10,50,9,250,80,5,15,6,20,29.67
2023-04-20,Emergency,80,80,50,34,250,155,13,40,4,53,63.0
2023-04-20,Cardiology,45,16,50,12,250,91,7,22,5,29,34.33
2023-04-20,Neurology,35,10,50,15,250,80,5,17,6,22,31.67
2023-04-20,Orthopedics,38,9,50,13,250,80,6,19,4,25,31.0
2023-04-20,Pediatrics,48,12,50,20,250,92,8,24,4,32,37.33
2023-04-20,Oncology,31,10,50,12,250,80,5,15,6,20,30.67
2023-04-21,Emergency,80,80,50,33,250,162,13,40,5,53,65.0
2023-04-21,Cardiology,47,14,50,17,250,99,7,23,4,30,38.67
2023-04-21,Neurology,40,9,50,14,250,80,6,20,4,26,31.33
2023-04-21,Orthopedics,46,12,50,11,250,99,7,23,6,30,36.67
2023-04-21,Pediatrics,43,9,50,17,250,87,7,21,4,28,34.67
2023-04-21,Oncology,29,5,50,8,250,80,5,15,4,20,29.33
2023-04-22,Emergency,82,82,50,29,250,159,13,41,4,54,62.67
2023-04-22,Cardiology,52,16,50,19,250,100,8,26,4,34,39.67
2023-04-22,Neurology,46,14,50,8,250,98,7,23,6,30,35.33
2023-04-22,Orthopedics,51,12,50,16,250,91,8,25,6,33,35.67
2023-04-22,Pediatrics,60,15,50,18,250,125,10,30,6,40,47.67
2023-04-22,Oncology,35,12,50,15,250,80,5,17,4,22,31.67
2023-04-23,Emergency,90,90,50,30,250,177,15,45,5,60,69.0
2023-04-23,Cardiology,52,14,50,16,250,109,8,26,4,34,41.67
2023-04-23,Neurology,50,15,50,22,250,92,8,25,4,33,38.0
2023-04-23,Orthopedics,52,14,50,17,250,86,8,26,4,34,34.33
2023-04-23,Pediatrics,53,12,50,17,250,102,8,26,4,34,39.67
2023-04-23,Oncology,44,14,50,10,250,94,7,22,5,29,34.67
2023-04-24,Emergency,79,79,50,27,250,157,13,39,4,52,61.33
2023-04-24,Cardiology,41,11,50,17,250,80,6,20,4,26,32.33
2023-04-24,Neurology,33,9,50,8,250,80,5,16,5,21,29.33
2023-04-24,Orthopedics,47,14,50,16,250,80,7,23,6,30,32.0
2023-04-24,Pediatrics,51,15,50,15,250,103,8,25,6,33,39.33
2023-04-24,Oncology,27,8,50,13,250,80,5,15,5,20,31.0
2023-04-25,Emergency,75,75,50,25,250,158,12,37,6,49,61.0
2023-04-25,Cardiology,46,12,50,16,250,86,7,23,6,30,34.0
2023-04-25,Neurology,34,13,50,8,250,80,5,17,4,22,29.33
2023-04-25,Orthopedics,43,10,50,11,250,80,7,21,4,28,30.33
2023-04-25,Pediatrics,49,15,50,13,250,89,8,24,4,32,34.0
2023-04-25,Oncology,30,12,50,8,250,80,5,15,4,20,29.33
2023-04-26,Emergency,74,74,50,27,250,147,12,37,5,49,58.0
2023-04-26,Cardiology,42,11,50,15,250,110,7,21,5,28,41.67
2023-04-26,Neurology,39,11,50,11,250,80,6,19,5,25,30.33
2023-04-26,Orthopedics,43,11,50,18,250,86,7,21,5,28,34.67
2023-04-26,Pediatrics,52,16,50,17,250,94,8,26,6,34,37.0
2023-04-26,Oncology,34,9,50,13,250,80,5,17,6,22,31.0
2023-04-27,Emergency,82,82,50,29,250,151,13,41,5,54,60.0
2023-04-27,Cardiology,47,11,50,13,250,93,7,23,4,30,35.33
2023-04-27,Neurology,45,12,50,17,250,92,7,22,5,29,36.33
2023-04-27,Orthopedics,41,11,50,13,250,80,6,20,4,26,31.0
2023-04-27,Pediatrics,48,16,50,16,250,106,8,24,5,32,40.67
2023-04-27,Oncology,30,7,50,9,250,80,5,15,5,20,29.67
2023-04-28,Emergency,77,77,50,27,250,171,12,38,6,50,66.0
2023-04-28,Cardiology,40,9,50,13,250,88,6,20,4,26,33.67
2023-04-28,Neurology,36,11,50,12,250,80,6,18,5,24,30.67
2023-04-28,Orthopedics,47,11,50,18,250,91,7,23,5,30,36.33
2023-04-28,Pediatrics,48,13,50,17,250,100,8,24,4,32,39.0
2023-04-28,Oncology,36,11,50,17,250,80,6,18,4,24,32.33
2023-04-29,Emergency,91,91,50,33,250,176,15,45,6,60,69.67
2023-04-29,Cardiology,53,15,50,19,250,114,8,26,6,34,44.33
2023-04-29,Neurology,44,7,50,20,250,85,7,22,5,29,35.0
2023-04-29,Orthopedics,44,12,50,13,250,80,7,22,4,29,31.0
2023-04-29,Pediatrics,54,17,50,24,250,116,9,27,6,36,46.67
2023-04-29,Oncology,37,11,50,14,250,80,6,18,4,24,31.33
2023-04-30,Emergency,85,85,50,32,250,180,14,42,4,56,70.67
2023-04-30,Cardiology,47,13,50,12,250,94,7,23,4,30,35.33
2023-04-30,Neurology,45,12,50,16,250,94,7,22,5,29,36.67
2023-04-30,Orthopedics,44,12,50,16,250,103,7,22,4,29,39.67
2023-04-30,Pediatrics,55,17,50,21,250,108,9,27,4,36,43.0
2023-04-30,Oncology,43,15,50,16,250,109,7,21,6,28,41.67
2023-05-01,Emergency,76,76,50,32,250,159,12,38,5,50,63.67
2023-05-01,Cardiology,42,14,50,18,250,80,7,21,6,28,32.67
2023-05-01,Neurology,36,6,50,12,250,80,6,18,6,24,30.67
2023-05-01,Orthopedics,52,19,50,13,250,109,8,26,4,34,40.67
2023-05-01,Pediatrics,51,14,50,18,250,104,8,25,5,33,40.67
2023-05-01,Oncology,26,8,50,9,250,80,5,15,4,20,29.67
2023-05-02,Emergency,75,75,50,25,250,158,12,37,6,49,61.0
2023-05-02,Cardiology,50,13,50,18,250,96,8,25,5,33,38.0
2023-05-02,Neurology,38,9,50,19,250,80,6,19,5,25,33.0
2023-05-02,Orthopedics,40,13,50,18,250,88,6,20,6,26,35.33
2023-05-02,Pediatrics,45,14,50,21,250,81,7,22,6,29,34.0
2023-05-02,Oncology,32,8,50,8,250,80,5,16,4,21,29.33
2023-05-03,Emergency,70,70,50,23,250,137,11,35,6,46,53.33
2023-05-03,Cardiology,46,13,50,14,250,88,7,23,5,30,34.0
2023-05-03,Neurology,37,11,50,10,250,80,6,18,5,24,30.0
2023-05-03,Orthopedics,35,9,50,13,250,80,5,17,6,22,31.0
2023-05-03,Pediatrics,47,15,50,13,250,84,7,23,6,30,32.33
2023-05-03,Oncology,36,11,50,11,250,87,6,18,6,24,32.67
2023-05-04,Emergency,77,77,50,33,250,148,12,38,4,50,60.33
2023-05-04,Cardiology,42,12,50,12,250,110,7,21,5,28,40.67
2023-05-04,Neurology,37,12,50,11,250,80,6,18,5,24,30.33
2023-05-04,Orthopedics,33,7,50,10,250,80,5,16,6,21,30.0
2023-05-04,Pediatrics,46,14,50,16,250,104,7,23,4,30,40.0
2023-05-04,Oncology,33,9,50,14,250,80,5,16,5,21,31.33
2023-05-05,Emergency,78,78,50,26,250,145,13,39,5,52,57.0
2023-05-05,Cardiology,41,12,50,12,250,80,6,20,4,26,30.67
2023-05-05,Neurology,28,7,50,12,250,80,5,15,6,20,30.67
2023-05-05,Orthopedics,40,12,50,11,250,96,6,20,5,26,35.67
2023-05-05,Pediatrics,56,17,50,27,250,105,9,28,4,37,44.0
2023-05-05,Oncology,27,7,50,16,250,80,5,15,4,20,32.0
2023-05-06,Emergency,82,82,50,26,250,175,13,41,5,54,67.0
2023-05-06,Cardiology,49,10,50,13,250,115,8,24,6,32,42.67
2023-05-06,Neurology,47,14,50,22,250,113,7,23,4,30,45.0
2023-05-06,Orthopedics,48,13,50,15,250,81,8,24,6,32,32.0
2023-05-06,Pediatrics,50,11,50,20,250,84,8,25,6,33,34.67
2023-05-06,Oncology,35,13,50,11,250,80,5,17,6,22,30.33
2023-05-07,Emergency,91,91,50,36,250,172,15,45,6,60,69.33
2023-05-07,Cardiology,47,13,50,16,250,90,7,23,6,30,35.33
2023-05-07,Neurology,36,9,50,14,250,80,6,18,6,24,31.33
2023-05-07,Orthopedics,44,11,50,19,250,80,7,22,5,29,33.0
2023-05-07,Pediatrics,59,17,50,21,250,110,9,29,6,38,43.67
2023-05-07,Oncology,38,10,50,14,250,80,6,19,6,25,31.33
2023-05-08,Emergency,86,86,50,30,250,152,14,43,6,57,60.67
2023-05-08,Cardiology,42,16,50,19,250,80,7,21,5,28,33.0
2023-05-08,Neurology,38,10,50,13,250,82,6,19,6,25,31.67
2023-05-08,Orthopedics,43,13,50,22,250,82,7,21,4,28,34.67
2023-05-08,Pediatrics,41,9,50,18,250,81,6,20,5,26,33.0
2023-05-08,Oncology,27,7,50,8,250,80,5,15,5,20,29.33
2023-05-09,Emergency,77,77,50,28,250,157,12,38,4,50,61.67
2023-05-09,Cardiology,37,8,50,22,250,88,6,18,5,24,36.67
2023-05-09,Neurology,41,10,50,14,250,80,6,20,5,26,31.33
2023-05-09,Orthopedics,37,13,50,15,250,80,6,18,6,24,31.67
2023-05-09,Pediatrics,46,15,50,14,250,92,7,23,4,30,35.33
2023-05-09,Oncology,31,9,50,8,250,80,5,15,6,20,29.33
2023-05-10,Emergency,73,73,50,20,250,144,12,36,6,48,54.67
2023-05-10,Cardiology,37,11,50,15,250,80,6,18,5,24,31.67
2023-05-10,Neurology,34,13,50,13,250,80,5,17,5,22,31.0
2023-05-10,Orthopedics,36,12,50,10,250,80,6,18,6,24,30.0
2023-05-10,Pediatrics,45,13,50,14,250,87,7,22,5,29,33.67
2023-05-10,Oncology,31,9,50,8,250,80,5,15,4,20,29.33
2023-05-11,Emergency,77,77,50,27,250,161,12,38,6,50,62.67
2023-05-11,Cardiology,47,13,50,19,250,95,7,23,4,30,38.0
2023-05-11,Neurology,37,11,50,16,250,81,6,18,6,24,32.33
2023-05-11,Orthopedics,37,11,50,10,250,80,6,18,6,24,30.0
2023-05-11,Pediatrics,39,8,50,19,250,80,6,19,6,25,33.0
2023-05-11,Oncology,31,9,50,8,250,80,5,15,4,20,29.33
2023-05-12,Emergency,85,85,50,34,250,172,14,42,5,56,68.67
2023-05-12,Cardiology,38,9,50,17,250,92,6,19,5,25,36.33
2023-05-12,Neurology,36,10,50,17,250,80,6,18,4,24,32.33
2023-05-12,Orthopedics,41,10,50,12,250,80,6,20,4,26,30.67
2023-05-12,Pediatrics,53,19,50,18,250,103,8,26,4,34,40.33
2023-05-12,Oncology,29,7,50,9,250,80,5,15,4,20,29.67
2023-05-13,Emergency,83,83,50,28,250,164,13,41,6,54,64.0
2023-05-13,Cardiology,48,15,50,11,250,111,8,24,5,32,40.67
2023-05-13,Neurology,44,14,50,17,250,80,7,22,5,29,32.33
2023-05-13,Orthopedics,43,12,50,17,250,80,7,21,5,28,32.33
2023-05-13,Pediatrics,57,12,50,18,250,125,9,28,4,37,47.67
2023-05-13,Oncology,34,8,50,8,250,80,5,17,5,22,29.33
2023-05-14,Emergency,89,89,50,29,250,173,14,44,6,58,67.33
2023-05-14,Cardiology,43,15,50,16,250,80,7,21,4,28,32.0
2023-05-14,Neurology,40,11,50,10,250,80,6,20,6,26,30.0
2023-05-14,Orthopedics,49,15,50,19,250,82,8,24,6,32,33.67
2023-05-14,Pediatrics,55,15,50,18,250,107,9,27,5,36,41.67
2023-05-14,Oncology,25,9,50,9,250,80,5,15,5,20,29.67
2023-05-15,Emergency,79,79,50,26,250,153,13,39,6,52,59.67
2023-05-15,Cardiology,44,11,50,12,250,99,7,22,5,29,37.0
2023-05-15,Neurology,34,9,50,13,250,80,5,17,4,22,31.0
2023-05-15,Orthopedics,40,8,50,14,250,80,6,20,4,26,31.33
2023-05-15,Pediatrics,50,16,50,18,250,83,8,25,6,33,33.67
2023-05-15,Oncology,33,7,50,11,250,80,5,16,6,21,30.33
2023-05-16,Emergency,71,71,50,28,250,145,11,35,6,46,57.67
2023-05-16,Cardiology,38,9,50,13,250,80,6,19,4,25,31.0
2023-05-16,Neurology,41,11,50,14,250,80,6,20,5,26,31.33
2023-05-16,Orthopedics,39,10,50,12,250,81,6,19,6,25,31.0
2023-05-16,Pediatrics,53,16,50,21,250,112,8,26,6,34,44.33
2023-05-16,Oncology,26,7,50,8,250,80,5,15,4,20,29.33
2023-05-17,Emergency,80,80,50,28,250,168,13,40,5,53,65.33
2023-05-17,Cardiology,45,15,50,17,250,91,7,22,6,29,36.0
2023-05-17,Neurology,37,9,50,13,250,80,6,18,5,24,31.0
2023-05-17,Orthopedics,40,9,50,12,250,80,6,20,4,26,30.67
2023-05-17,Pediatrics,44,13,50,15,250,80,7,22,5,29,31.67
2023-05-17,Oncology,26,12,50,8,250,80,5,15,5,20,29.33
2023-05-18,Emergency,73,73,50,28,250,141,12,36,6,48,56.33
2023-05-18,Cardiology,45,12,50,17,250,99,7,22,6,29,38.67
2023-05-18,Neurology,36,15,50,8,250,80,6,18,4,24,29.33
2023-05-18,Orthopedics,47,17,50,20,250,86,7,23,4,30,35.33
2023-05-18,Pediatrics,44,11,50,13,250,102,7,22,5,29,38.33
2023-05-18,Oncology,28,9,50,8,250,80,5,15,6,20,29.33
2023-05-19,Emergency,72,72,50,24,250,138,12,36,6,48,54.0
2023-05-19,Cardiology,42,13,50,14,250,87,7,21,4,28,33.67
2023-05-19,Neurology,31,10,50,10,250,80,5,15,4,20,30.0
2023-05-19,Orthopedics,37,14,50,12,250,80,6,18,4,24,30.67
2023-05-19,Pediatrics,50,14,50,18,250,93,8,25,5,33,37.0
2023-05-19,Oncology,26,10,50,8,250,80,5,15,6,20,29.33
2023-05-20,Emergency,90,90,50,32,250,202,15,45,6,60,78.0
2023-05-20,Cardiology,51,14,50,18,250,121,8,25,6,33,46.33
2023-05-20,Neurology,36,7,50,10,250,80,6,18,6,24,30.0
2023-05-20,Orthopedics,49,15,50,23,250,108,8,24,5,32,43.67
2023-05-20,Pediatrics,56,19,50,21,250,107,9,28,5,37,42.67
2023-05-20,Oncology,34,10,50,12,250,80,5,17,6,22,30.67
2023-05-21,Emergency,83,83,50,29,250,171,13,41,6,54,66.67
2023-05-21,Cardiology,50,13,50,12,250,106,8,25,4,33,39.33
2023-05-21,Neurology,39,13,50,17,250,80,6,19,4,25,32.33
2023-05-21,Orthopedics,51,17,50,11,250,93,8,25,5,33,34.67
2023-05-21,Pediatrics,49,15,50,18,250,80,8,24,6,32,32.67
2023-05-21,Oncology,39,11,50,14,250,80,6,19,4,25,31.33
2023-05-22,Emergency,72,72,50,25,250,144,12,36,5,48,56.33
2023-05-22,Cardiology,44,13,50,18,250,84,7,22,6,29,34.0
2023-05-22,Neurology,28,9,50,10,250,80,5,15,4,20,30.0
2023-05-22,Orthopedics,45,14,50,14,250,80,7,22,5,29,31.33
2023-05-22,Pediatrics,50,12,50,24,250,93,8,25,4,33,39.0
2023-05-22,Oncology,27,11,50,8,250,80,5,15,6,20,29.33
2023-05-23,Emergency,79,79,50,29,250,169,13,39,5,52,66.0
2023-05-23,Cardiology,41,14,50,12,250,87,6,20,5,26,33.0
2023-05-23,Neurology,33,10,50,11,250,80,5,16,6,21,30.33
2023-05-23,Orthopedics,38,11,50,18,250,86,6,19,5,25,34.67
2023-05-23,Pediatrics,47,12,50,13,250,113,7,23,5,30,42.0
2023-05-23,Oncology,28,9,50,8,250,80,5,15,5,20,29.33
2023-05-24,Emergency,73,73,50,23,250,138,12,36,4,48,53.67
2023-05-24,Cardiology,41,11,50,14,250,88,6,20,6,26,34.0
2023-05-24,Neurology,32,11,50,8,250,80,5,16,5,21,29.33
2023-05-24,Orthopedics,37,9,50,9,250,80,6,18,4,24,29.67
2023-05-24,Pediatrics,43,14,50,12,250,80,7,21,4,28,30.67
2023-05-24,Oncology,26,7,50,8,250,80,5,15,4,20,29.33
2023-05-25,Emergency,81,81,50,34,250,145,13,40,4,53,59.67
2023-05-25,Cardiology,43,11,50,17,250,88,7,21,5,28,35.0
2023-05-25,Neurology,40,14,50,17,250,80,6,20,6,26,32.33
2023-05-25,Orthopedics,36,7,50,17,250,80,6,18,6,24,32.33
2023-05-25,Pediatrics,44,15,50,13,250,80,7,22,4,29,31.0
2023-05-25,Oncology,22,6,50,8,250,80,5,15,6,20,29.33
2023-05-26,Emergency,79,79,50,29,250,163,13,39,4,52,64.0
2023-05-26,Cardiology,42,9,50,19,250,80,7,21,6,28,33.0
2023-05-26,Neurology,32,6,50,9,250,80,5,16,6,21,29.67
2023-05-26,Orthopedics,42,13,50,13,250,82,7,21,4,28,31.67
2023-05-26,Pediatrics,50,16,50,14,250,93,8,25,6,33,35.67
2023-05-26,Oncology,29,6,50,12,250,80,5,15,4,20,30.67
2023-05-27,Emergency,88,88,50,32,250,164,14,44,5,58,65.33
2023-05-27,Cardiology,46,14,50,15,250,80,7,23,6,30,31.67
2023-05-27,Neurology,36,11,50,13,250,80,6,18,4,24,31.0
2023-05-27,Orthopedics,43,13,50,22,250,97,7,21,6,28,39.67
2023-05-27,Pediatrics,52,14,50,9,250,114,8,26,6,34,41.0
2023-05-27,Oncology,33,7,50,8,250,80,5,16,6,21,29.33
2023-05-28,Emergency,83,83,50,31,250,166,13,41,5,54,65.67
2023-05-28,Cardiology,50,16,50,11,250,87,8,25,6,33,32.67
2023-05-28,Neurology,40,14,50,19,250,80,6,20,4,26,33.0
2023-05-28,Orthopedics,37,12,50,11,250,103,6,18,4,24,38.0
2023-05-28,Pediatrics,50,19,50,19,250,89,8,25,6,33,36.0
2023-05-28,Oncology,38,10,50,15,250,84,6,19,4,25,33.0
2023-05-29,Emergency,77,77,50,26,250,142,12,38,6,50,56.0
2023-05-29,Cardiology,41,8,50,14,250,81,6,20,6,26,31.67
2023-05-29,Neurology,28,7,50,8,250,80,5,15,6,20,29.33
2023-05-29,Orthopedics,41,12,50,8,250,88,6,20,4,26,32.0
2023-05-29,Pediatrics,42,11,50,11,250,84,7,21,4,28,31.67
2023-05-29,Oncology,31,12,50,16,250,80,5,15,5,20,32.0
2023-05-30,Emergency,70,70,50,19,250,146,11,35,4,46,55.0
2023-05-30,Cardiology,38,10,50,14,250,80,6,19,4,25,31.33
2023-05-30,Neurology,28,8,50,13,250,80,5,15,6,20,31.0
2023-05-30,Orthopedics,28,10,50,8,250,80,5,15,4,20,29.33
2023-05-30,Pediatrics,38,8,50,10,250,80,6,19,6,25,30.0
2023-05-30,Oncology,28,7,50,16,250,80,5,15,6,20,32.0
2023-05-31,Emergency,75,75,50,26,250,139,12,37,6,49,55.0
2023-05-31,Cardiology,43,13,50,19,250,80,7,21,5,28,33.0
2023-05-31,Neurology,29,11,50,12,250,80,5,15,5,20,30.67
2023-05-31,Orthopedics,29,10,50,13,250,80,5,15,5,20,31.0
2023-05-31,Pediatrics,55,16,50,12,250,113,9,27,5,36,41.67
2023-05-31,Oncology,31,10,50,9,250,80,5,15,6,20,29.67
2023-06-01,Emergency,78,78,50,24,250,154,13,39,6,52,59.33
2023-06-01,Cardiology,38,10,50,13,250,80,6,19,5,25,31.0
2023-06-01,Neurology,24,7,50,8,250,80,5,15,5,20,29.33
2023-06-01,Orthopedics,30,5,50,8,250,80,5,15,4,20,29.33
2023-06-01,Pediatrics,44,12,50,11,250,81,7,22,5,29,30.67
2023-06-01,Oncology,26,9,50,11,250,80,5,15,5,20,30.33
2023-06-02,Emergency,67,67,50,21,250,133,11,33,4,44,51.33
2023-06-02,Cardiology,35,10,50,19,250,80,5,17,5,22,33.0
2023-06-02,Neurology,32,6,50,14,250,80,5,16,4,21,31.33
2023-06-02,Orthopedics,42,11,50,13,250,101,7,21,5,28,38.0
2023-06-02,Pediatrics,47,9,50,17,250,88,7,23,4,30,35.0
2023-06-02,Oncology,28,4,50,10,250,80,5,15,6,20,30.0
2023-06-03,Emergency,84,84,50,31,250,182,14,42,6,56,71.0
2023-06-03,Cardiology,47,16,50,23,250,103,7,23,5,30,42.0
2023-06-03,Neurology,41,13,50,15,250,82,6,20,4,26,32.33
2023-06-03,Orthopedics,41,14,50,13,250,80,6,20,5,26,31.0
2023-06-03,Pediatrics,51,14,50,19,250,102,8,25,6,33,40.33
2023-06-03,Oncology,40,14,50,18,250,82,6,20,4,26,33.33
2023-06-04,Emergency,82,82,50,30,250,158,13,41,4,54,62.67
2023-06-04,Cardiology,46,10,50,16,250,87,7,23,6,30,34.33
2023-06-04,Neurology,39,12,50,17,250,80,6,19,4,25,32.33
2023-06-04,Orthopedics,41,10,50,12,250,80,6,20,4,26,30.67
2023-06-04,Pediatrics,54,16,50,15,250,120,9,27,5,36,45.0
2023-06-04,Oncology,30,11,50,11,250,80,5,15,6,20,30.33
2023-06-05,Emergency,75,75,50,26,250,155,12,37,4,49,60.33
2023-06-05,Cardiology,38,7,50,14,250,80,6,19,6,25,31.33
2023-06-05,Neurology,35,11,50,11,250,80,5,17,5,22,30.33
2023-06-05,Orthopedics,37,10,50,18,250,80,6,18,5,24,32.67
2023-06-05,Pediatrics,43,10,50,17,250,80,7,21,4,28,32.33
2023-06-05,Oncology,24,7,50,8,250,80,5,15,4,20,29.33
2023-06-06,Emergency,76,76,50,20,250,160,12,38,5,50,60.0
2023-06-06,Cardiology,38,13,50,13,250,91,6,19,6,25,34.67
2023-06-06,Neurology,30,4,50,10,250,80,5,15,5,20,30.0
2023-06-06,Orthopedics,34,10,50,14,250,80,5,17,6,22,31.33
2023-06-06,Pediatrics,54,15,50,21,250,115,9,27,4,36,45.33
2023-06-06,Oncology,24,9,50,8,250,80,5,15,5,20,29.33
2023-06-07,Emergency,67,67,50,25,250,136,11,33,5,44,53.67
2023-06-07,Cardiology,40,11,50,12,250,80,6,20,4,26,30.67
2023-06-07,Neurology,30,13,50,13,250,80,5,15,5,20,31.0
2023-06-07,Orthopedics,34,10,50,14,250,80,5,17,5,22,31.33
2023-06-07,Pediatrics,43,11,50,15,250,89,7,21,5,28,34.67
2023-06-07,Oncology,25,9,50,9,250,80,5,15,4,20,29.67
2023-06-08,Emergency,74,74,50,31,250,149,12,37,5,49,60.0
2023-06-08,Cardiology,31,6,50,9,250,80,5,15,5,20,29.67
2023-06-08,Neurology,29,9,50,8,250,80,5,15,4,20,29.33
2023-06-08,Orthopedics,41,10,50,15,250,80,6,20,5,26,31.67
2023-06-08,Pediatrics,38,10,50,16,250,80,6,19,6,25,32.0
2023-06-08,Oncology,26,7,50,8,250,80,5,15,4,20,29.33
2023-06-09,Emergency,72,72,50,25,250,139,12,36,5,48,54.67
2023-06-09,Cardiology,43,16,50,12,250,97,7,21,6,28,36.33
2023-06-09,Neurology,33,11,50,11,250,80,5,16,5,21,30.33
2023-06-09,Orthopedics,39,14,50,14,250,80,6,19,4,25,31.33
2023-06-09,Pediatrics,33,6,50,10,250,80,5,16,5,21,30.0
2023-06-09,Oncology,20,4,50,8,250,80,5,15,4,20,29.33
2023-06-10,Emergency,79,79,50,29,250,159,13,39,5,52,62.67
2023-06-10,Cardiology,50,14,50,12,250,97,8,25,4,33,36.33
2023-06-10,Neurology,39,12,50,11,250,89,6,19,5,25,33.33
2023-06-10,Orthopedics,39,10,50,19,250,84,6,19,4,25,34.33
2023-06-10,Pediatrics,55,14,50,17,250,103,9,27,6,36,40.0
2023-06-10,Oncology,32,8,50,10,250,80,5,16,6,21,30.0
2023-06-11,Emergency,80,80,50,31,250,144,13,40,6,53,58.33
2023-06-11,Cardiology,51,14,50,16,250,111,8,25,4,33,42.33
2023-06-11,Neurology,35,10,50,9,250,80,5,17,4,22,29.67
